x;y;z;qx;qy;qz;qw
-6.838999999999999773e+02;5.006000000000000227e+02;8.008599999999999454e+03;-1.126261159921528032e-01;8.217951299427415923e-02;-5.553402199613068080e-02;9.886747989311143181e-01
-6.913999999999999773e+02;4.936000000000000227e+02;8.019899999999999636e+03;-1.126813769921597153e-01;7.664915399466680490e-02;-6.315961699560540543e-02;9.886549839312099852e-01
-6.980000000000000000e+02;4.896999999999999886e+02;8.035199999999999818e+03;-1.135729020012241908e-01;6.798490700073279991e-02;-6.985572900075297242e-02;9.887362770106573606e-01
-7.026000000000000227e+02;4.888000000000000114e+02;8.054700000000000728e+03;-1.141541370294686386e-01;5.699357301471276449e-02;-7.522760801941985598e-02;9.889698542553004845e-01
-7.052000000000000455e+02;4.905000000000000000e+02;8.075100000000001273e+03;-1.159627109879175638e-01;4.448673899536481624e-02;-7.833508099183807138e-02;9.891598428969370360e-01
-7.051000000000000227e+02;4.953000000000000114e+02;8.096600000000000364e+03;-1.174315090113853960e-01;3.109927300301517858e-02;-7.840266100760140411e-02;9.894926470959346521e-01
-7.022000000000000455e+02;5.030999999999999659e+02;8.116899999999999636e+03;-1.197252250477609387e-01;1.807036300720864935e-02;-7.396442702950598025e-02;9.898831223948852953e-01
-6.872000000000000455e+02;5.291000000000000227e+02;8.137199999999999818e+03;-1.196931739857706040e-01;5.206364999381055993e-03;-5.282367899372020226e-02;9.913909908821412209e-01
-6.767999999999999545e+02;5.457999999999999545e+02;8.136399999999999636e+03;-1.186610570278338744e-01;7.510182001761634904e-03;-3.841677700901127701e-02;9.921629412327278574e-01
-6.667000000000000455e+02;5.621000000000000227e+02;8.130399999999999636e+03;-1.175372799894564280e-01;1.250956599887784182e-02;-2.403630799784384556e-02;9.926987229109508482e-01
-6.582000000000000455e+02;5.740000000000000000e+02;8.122999999999999091e+03;-1.170138200006339696e-01;1.961012800010624585e-02;-1.499816400008125925e-02;9.928233800053790636e-01
-6.522000000000000455e+02;5.805000000000000000e+02;8.113000000000000000e+03;-1.151634409995373476e-01;2.869362299988472906e-02;-1.123739299995485559e-02;9.928684599960112545e-01
-6.480000000000000000e+02;5.840000000000000000e+02;8.100400000000000546e+03;-1.147922340461201701e-01;3.820516401534971435e-02;-8.681660003488037014e-03;9.926166113988043049e-01
-6.460000000000000000e+02;5.852999999999999545e+02;8.089199999999999818e+03;-1.141392600477901254e-01;4.871233102039585622e-02;-7.762270003250063347e-03;9.922394294154506245e-01
-6.462999999999999545e+02;5.826000000000000227e+02;8.078799999999999272e+03;-1.129556790368852343e-01;5.957623301945438182e-02;-9.193950003002247101e-03;9.917697103238585221e-01
-6.487999999999999545e+02;5.757000000000000455e+02;8.071799999999999272e+03;-1.127425729987779207e-01;6.876292899925463831e-02;-1.370414299985145412e-02;9.911472989892563534e-01
-6.527999999999999545e+02;5.648999999999999773e+02;8.067299999999999272e+03;-1.111061030250314191e-01;7.732252301742022216e-02;-2.097673400472591099e-02;9.905738932231692440e-01
-6.582999999999999545e+02;5.513999999999999773e+02;8.064099999999999454e+03;-1.108336490029497856e-01;8.240051400219304545e-02;-2.911635500077491834e-02;9.899890380263481893e-01
-6.642000000000000455e+02;5.372000000000000455e+02;8.068100000000001273e+03;-1.095331080516787348e-01;8.492593604006883068e-02;-3.815075901799987873e-02;9.896133604669087314e-01
-6.707000000000000455e+02;5.256000000000000227e+02;8.075400000000000546e+03;-7.579806899655840147e-02;8.489313999614546413e-02;-4.999439699773002010e-02;9.922441069549474690e-01
-6.782999999999999545e+02;5.102999999999999545e+02;8.086700000000000728e+03;-1.082136819554888191e-01;8.259263996602743407e-02;-5.722923997646008065e-02;9.890364345931829115e-01
-6.852000000000000455e+02;4.986999999999999886e+02;8.099199999999999818e+03;-1.080319430368522765e-01;7.607834602595213436e-02;-6.625508502260119004e-02;9.890153933373766471e-01
-6.903999999999999773e+02;4.921000000000000227e+02;8.117800000000001091e+03;-1.090472070217217981e-01;6.668238701328287055e-02;-7.356676601465422793e-02;9.890652641970182346e-01
-6.941000000000000227e+02;4.896999999999999886e+02;8.135699999999999818e+03;-1.093985460090085293e-01;5.583285700459761358e-02;-7.835182500645196391e-02;9.893309060814674538e-01
-6.952999999999999545e+02;4.920000000000000000e+02;8.154800000000000182e+03;-1.108051209794570779e-01;4.260820599210057152e-02;-8.016805498513709938e-02;9.896867428165150304e-01
-6.943999999999999773e+02;4.990000000000000000e+02;8.174300000000000182e+03;-1.126674079910469500e-01;3.160972399748814693e-02;-7.883270099373561324e-02;9.899961039213305281e-01
-6.905000000000000000e+02;5.102999999999999545e+02;8.192299999999999272e+03;-1.141005489942276407e-01;1.974516099900109484e-02;-7.387001099626291922e-02;9.905222939498894430e-01
-6.841000000000000227e+02;5.261000000000000227e+02;8.206000000000000000e+03;-1.158656609827991985e-01;1.088707799838376129e-02;-6.360563599055743533e-02;9.911664558528566760e-01
-6.757000000000000455e+02;5.433999999999999773e+02;8.212700000000000728e+03;-1.160201239731131484e-01;6.387176998519815060e-03;-4.999990298841286429e-02;9.919670077701184807e-01
-6.663999999999999773e+02;5.592999999999999545e+02;8.212399999999999636e+03;-1.151972789676163622e-01;7.543080997879530493e-03;-3.700219398959814915e-02;9.926245647209587242e-01
-6.572999999999999545e+02;5.722999999999999545e+02;8.207500000000000000e+03;-1.137373240245190403e-01;1.227572000264635053e-02;-2.633926700567811377e-02;9.930857822140853886e-01
-6.495000000000000000e+02;5.820000000000000000e+02;8.199799999999999272e+03;-1.127248450030844396e-01;1.939223100053062351e-02;-1.764882500048291572e-02;9.932802070271786743e-01
-6.435000000000000000e+02;5.878999999999999773e+02;8.189999999999999091e+03;-1.114304479857654018e-01;2.856458299635103795e-02;-1.194177199847450653e-02;9.932898438731128099e-01
-6.397000000000000455e+02;5.900000000000000000e+02;8.177600000000000364e+03;-1.100976480506856980e-01;3.890710701791168236e-02;-8.937033004114343024e-03;9.931187614572022371e-01
-6.376000000000000227e+02;5.885000000000000000e+02;8.166399999999999636e+03;-1.091309870419657491e-01;4.939410101899424643e-02;-9.278190003567879027e-03;9.927560453817591002e-01
-6.375000000000000000e+02;5.843999999999999773e+02;8.156800000000000182e+03;-1.083916090435920465e-01;5.980210702405071993e-02;-1.201769500483317737e-02;9.922351243990489289e-01
-6.396000000000000227e+02;5.772999999999999545e+02;8.148000000000000000e+03;-1.080379399600552015e-01;6.943177497432903578e-02;-1.686081999376605814e-02;9.915758896333852768e-01
-6.435000000000000000e+02;5.681000000000000227e+02;8.142500000000000000e+03;-1.068237360165393557e-01;7.781961501204869014e-02;-2.382463800368873202e-02;9.909415641534259356e-01
-6.487999999999999545e+02;5.568999999999999773e+02;8.140499999999999091e+03;-1.061373250373210397e-01;8.302872102919536812e-02;-3.158121201110488524e-02;9.903755483482454824e-01
-6.543999999999999773e+02;5.455000000000000000e+02;8.144899999999999636e+03;-1.055268409889693337e-01;8.653303399095474413e-02;-4.041245699577570433e-02;9.898196568965347275e-01
-6.610000000000000000e+02;5.332999999999999545e+02;8.150600000000000364e+03;-1.058425599544102619e-01;8.567095096309880475e-02;-4.947036197869154189e-02;9.894496065738126456e-01
-6.680000000000000000e+02;5.210000000000000000e+02;8.159800000000000182e+03;-1.052365370118145127e-01;8.236823800924716887e-02;-5.855121600657332837e-02;9.892989941110648111e-01
-6.747000000000000455e+02;5.098000000000000114e+02;8.174599999999999454e+03;-1.048224159960148422e-01;7.676239299708162434e-02;-6.754553099743204614e-02;9.892206009623915053e-01
-6.802999999999999545e+02;5.009000000000000341e+02;8.190899999999999636e+03;-1.050445640108710749e-01;6.798987300703628056e-02;-7.503562400776543628e-02;9.892990811023825160e-01
-6.838999999999999773e+02;4.965000000000000000e+02;8.211799999999999272e+03;-1.052527749627057974e-01;5.683999197985988711e-02;-7.995010697167129199e-02;9.895953966493566956e-01
-6.857999999999999545e+02;4.965000000000000000e+02;8.232399999999999636e+03;-1.063323970449718825e-01;4.458681601885741003e-02;-8.171185903455895072e-02;9.899639434186920939e-01
-6.855000000000000000e+02;5.017000000000000455e+02;8.252600000000000364e+03;-1.076671829623133819e-01;3.153679198896121305e-02;-7.992903097202254392e-02;9.904668386533080904e-01
-6.822999999999999545e+02;5.127000000000000455e+02;8.272299999999999272e+03;-1.093479159881273199e-01;1.984130299784568965e-02;-7.380068199198694390e-02;9.910614588923932766e-01
-6.760000000000000000e+02;5.287999999999999545e+02;8.285100000000000364e+03;-1.102944549942533603e-01;1.057319399944910664e-02;-6.364981199668368061e-02;9.918024209483244924e-01
-6.682999999999999545e+02;5.473999999999999773e+02;8.291600000000000364e+03;-1.107904489488098776e-01;6.769150996872350980e-03;-5.051217797666112536e-02;9.925362335414040782e-01
-6.595000000000000000e+02;5.663999999999999773e+02;8.292000000000000000e+03;-1.103853860174941748e-01;8.289536001313747848e-03;-3.719256100589437425e-02;9.931581261573982911e-01
-6.508999999999999773e+02;5.831000000000000227e+02;8.287799999999999272e+03;-1.096973179862502645e-01;1.317471599834864684e-02;-2.500257799686611548e-02;9.935631818754643296e-01
-6.431000000000000227e+02;5.951000000000000227e+02;8.277399999999999636e+03;-1.084678870477368273e-01;2.031342900893996425e-02;-1.595074700701994141e-02;9.937643864373567615e-01
-6.368999999999999773e+02;6.018999999999999773e+02;8.266500000000000000e+03;-1.072668650256434070e-01;2.918638200697734955e-02;-1.050121300251043860e-02;9.937462952375667458e-01
-6.318999999999999773e+02;6.038999999999999773e+02;8.254200000000000728e+03;-1.056465510493278248e-01;3.963882101850790818e-02;-7.956412003714956674e-03;9.935815344639168378e-01
-6.286000000000000227e+02;6.012999999999999545e+02;8.243000000000000000e+03;-1.049731259523773302e-01;5.091749797690049706e-02;-7.935542996399919460e-03;9.931390025494472029e-01
-6.273999999999999773e+02;5.945000000000000000e+02;8.232799999999999272e+03;-1.039312410413403970e-01;6.134640002440156642e-02;-1.107525800440537118e-02;9.926289613948349189e-01
-6.282000000000000455e+02;5.843999999999999773e+02;8.223799999999999272e+03;-1.029156659667495033e-01;7.141176597692794337e-02;-1.656886999464684748e-02;9.919849786795046365e-01
-6.307000000000000455e+02;5.726000000000000227e+02;8.220100000000000364e+03;-1.019751739737531221e-01;7.907107097964830023e-02;-2.406155499380691412e-02;9.913475027448418464e-01
-6.346000000000000227e+02;5.598999999999999773e+02;8.218200000000000728e+03;-1.014941939490083961e-01;8.427573995765910708e-02;-3.231393298376519091e-02;9.907332325022467634e-01
-6.398999999999999773e+02;5.471000000000000227e+02;8.217100000000000364e+03;-1.009603800361186937e-01;8.780570303141259358e-02;-4.128342701476919036e-02;9.901478873542265413e-01
-6.457000000000000455e+02;5.357000000000000455e+02;8.223899999999999636e+03;-1.005743250501837383e-01;8.864108904422939028e-02;-5.162722702576051648e-02;9.896272994937960199e-01
-6.521000000000000227e+02;5.253999999999999773e+02;8.233100000000000364e+03;-1.001986410172003988e-01;8.559915801469419883e-02;-6.119345601050464600e-02;9.893878801698412495e-01
-6.573999999999999773e+02;5.182000000000000455e+02;8.248100000000000364e+03;-1.008943479977179591e-01;7.860237899822217211e-02;-6.952134999842757290e-02;9.893476529776230599e-01
-6.617999999999999545e+02;5.128999999999999773e+02;8.263399999999999636e+03;-1.018284449730011004e-01;6.898997198170792045e-02;-7.574905897991580928e-02;9.895117137376399086e-01
-6.645000000000000000e+02;5.102999999999999545e+02;8.283000000000000000e+03;-1.017806060515641930e-01;5.790147302933411344e-02;-8.023056404064650426e-02;9.898743275014911802e-01
-6.657000000000000455e+02;5.110000000000000000e+02;8.303700000000000728e+03;-1.029671049483818213e-01;4.708464597639612503e-02;-8.173413595902608020e-02;9.902021725036044275e-01
-6.648999999999999773e+02;5.147999999999999545e+02;8.321799999999999272e+03;-1.035745840317933847e-01;3.479383901068036633e-02;-7.917918202430494767e-02;9.908543543041540280e-01
-6.618999999999999773e+02;5.227999999999999545e+02;8.340000000000000000e+03;-1.051864069827947029e-01;2.382289999610330555e-02;-7.372918498794016340e-02;9.914294208378322537e-01
-6.565000000000000000e+02;5.353999999999999773e+02;8.356799999999999272e+03;-1.058353309844887874e-01;1.480467099783023058e-02;-6.436033499056735552e-02;9.921882138545849994e-01
-6.492000000000000455e+02;5.517000000000000455e+02;8.366299999999999272e+03;-1.073542000436165378e-01;9.031251003669273775e-03;-5.146615402090999603e-02;9.928467894033801144e-01
-6.416000000000000227e+02;5.692000000000000455e+02;8.366500000000000000e+03;-1.052277030266026703e-01;9.094159002299097641e-03;-3.803508900961567046e-02;9.936789012512123875e-01
-6.343999999999999773e+02;5.856000000000000227e+02;8.359399999999999636e+03;-1.043601509674295519e-01;1.506895999529702865e-02;-2.564091099199755988e-02;9.940947786897463834e-01
-6.278999999999999773e+02;6.006000000000000227e+02;8.351299999999999272e+03;-1.038358300358350611e-01;2.214881900764383710e-02;-1.533672300529289809e-02;9.942295183431211214e-01
-6.232000000000000455e+02;6.112000000000000455e+02;8.340500000000000000e+03;-1.028793809606625836e-01;3.101610198814054586e-02;-8.960448996573843611e-03;9.941697766198647201e-01
-6.200000000000000000e+02;6.157999999999999545e+02;8.327399999999999636e+03;-1.022067599993234932e-01;4.132878699972644676e-02;-6.810193999954924395e-03;9.938809439934216394e-01
-6.183999999999999773e+02;6.158999999999999773e+02;8.316500000000000000e+03;-1.013678169659970735e-01;5.238813698242687084e-02;-7.041795997637893302e-03;9.934437386667582803e-01
-6.202000000000000455e+02;6.020000000000000000e+02;8.299899999999999636e+03;-9.959837201996100953e-02;7.078679301418673575e-02;-1.525321900305697323e-02;9.923894061988896009e-01
-6.285000000000000000e+02;5.746000000000000227e+02;8.295000000000000000e+03;-9.899367804057805642e-02;8.459094103467429404e-02;-3.192488201308619350e-02;9.909719604062049436e-01
-6.343999999999999773e+02;5.586000000000000227e+02;8.296100000000000364e+03;-9.764403003905336442e-02;8.870713103547897549e-02;-4.224220201689504045e-02;9.903596743961007309e-01
-6.403999999999999773e+02;5.440000000000000000e+02;8.302000000000000000e+03;-9.652915798733731345e-02;9.010492598818004018e-02;-5.275857299307913639e-02;9.898382478701529541e-01
-6.473999999999999773e+02;5.313999999999999773e+02;8.311899999999999636e+03;-9.430675502091465101e-02;8.845116101961604527e-02;-6.246150601385225959e-02;9.896368972194743430e-01
-6.542999999999999545e+02;5.222999999999999545e+02;8.326799999999999272e+03;-9.633286297319176850e-02;7.977808297779874491e-02;-7.077910898030305431e-02;9.896189947246012419e-01
-6.602999999999999545e+02;5.182000000000000455e+02;8.346299999999999272e+03;-9.458228899927820232e-02;6.909276399947272829e-02;-7.623801099941820980e-02;9.901859149924435721e-01
-6.646000000000000227e+02;5.185000000000000000e+02;8.368700000000000728e+03;-9.811556399361617831e-02;5.551004799638827036e-02;-7.959630899482111888e-02;9.904324299355581340e-01
-6.678999999999999773e+02;5.212999999999999545e+02;8.387700000000000728e+03;-9.994766498781548769e-02;4.268244799479662538e-02;-8.084059299014481614e-02;9.907842708792145014e-01
-6.687999999999999545e+02;5.280000000000000000e+02;8.408000000000000000e+03;-1.016579269616245812e-01;3.060264698844763695e-02;-7.945073097000769635e-02;9.911693726258378190e-01
-6.670000000000000000e+02;5.392999999999999545e+02;8.426000000000000000e+03;-1.025404260074786883e-01;2.013137500146825951e-02;-7.318803600533789477e-02;9.918284630723380735e-01
-6.620000000000000000e+02;5.542999999999999545e+02;8.439399999999999636e+03;-1.030896200014094904e-01;1.081023300014780260e-02;-6.247185400085414342e-02;9.926494530135718808e-01
-6.551000000000000227e+02;5.718999999999999773e+02;8.450200000000000728e+03;-1.042740829991318230e-01;5.421244999954863246e-03;-4.866555799959481482e-02;9.933424329917295292e-01
-6.473999999999999773e+02;5.880000000000000000e+02;8.452100000000000364e+03;-1.037578210329483386e-01;4.432884001407664566e-03;-3.529461201120782238e-02;9.939662743156344460e-01
-6.397000000000000455e+02;6.001000000000000227e+02;8.446000000000000000e+03;-1.019852349872566177e-01;1.014205599873272030e-02;-2.487395699689192233e-02;9.944231678757436965e-01
