x;y;z;qx;qy;qz;qw
-3.201000000000000227e+02;8.676000000000000227e+02;1.150520000000000073e+04;-2.527083299562258092e-02;8.732064998487431076e-03;-6.999874998787479485e-02;9.971887038272667647e-01
-3.126999999999999886e+02;8.842000000000000455e+02;1.151210000000000036e+04;-2.548310799858383505e-02;6.292694999650298021e-03;-5.987900899667235322e-02;9.978604699445461357e-01
-3.051000000000000227e+02;9.010000000000000000e+02;1.151400000000000000e+04;-2.577045498848073990e-02;5.614964997490140032e-03;-5.014688397758459981e-02;9.983935325537232064e-01
-2.983999999999999773e+02;9.172999999999999545e+02;1.151210000000000036e+04;-2.476214598807437509e-02;8.094475996101644158e-03;-4.004817798071250851e-02;9.988580775189430661e-01
-2.931999999999999886e+02;9.317000000000000455e+02;1.150620000000000073e+04;-2.393348500851181712e-02;1.351548400480671007e-02;-3.052243601085514318e-02;9.991560943553446927e-01
-2.886999999999999886e+02;9.487000000000000455e+02;1.149320000000000073e+04;-2.238180900391983918e-02;2.878760000504171704e-02;-1.932073300338373739e-02;9.991481561749857576e-01
-2.893999999999999773e+02;9.507999999999999545e+02;1.148279999999999927e+04;-2.142227699415446759e-02;3.821849898957125485e-02;-1.736997499526022476e-02;9.988887407274315011e-01
-2.921999999999999886e+02;9.511000000000000227e+02;1.147450000000000000e+04;2.567465700762460584e-02;4.831970201434950679e-02;-2.083096500618617300e-02;9.982845732964605867e-01
-2.971999999999999886e+02;9.402999999999999545e+02;1.146529999999999927e+04;-1.774109300536508282e-02;5.768409001744424086e-02;-2.294039400693739794e-02;9.979135923017787846e-01
-3.041999999999999886e+02;9.287999999999999545e+02;1.145960000000000036e+04;-1.831286300884933313e-02;6.530284203155632683e-02;-2.964705801432636692e-02;9.972568524819049873e-01
-3.128999999999999773e+02;9.142000000000000455e+02;1.145860000000000036e+04;-1.752662200564966688e-02;7.106635702290808876e-02;-3.894410301255354923e-02;9.965569463212381462e-01
-3.236000000000000227e+02;8.972999999999999545e+02;1.146010000000000036e+04;-1.649830899819802396e-02;7.340193999198291186e-02;-5.007756499453042826e-02;9.959077258912252262e-01
-3.351000000000000227e+02;8.797999999999999545e+02;1.146639999999999964e+04;-1.617173399854891780e-02;7.220684199352091215e-02;-6.221953599441706895e-02;9.953157169106907620e-01
-3.470000000000000000e+02;8.637000000000000455e+02;1.147979999999999927e+04;-1.520531700325324087e-02;6.705822101434739946e-02;-7.396956101582609355e-02;9.948871782128603236e-01
-3.581000000000000227e+02;8.512000000000000455e+02;1.149810000000000036e+04;-1.621812000347404303e-02;5.747099601231073218e-02;-8.373782001793728114e-02;9.946969562130716369e-01
-3.670000000000000000e+02;8.445000000000000000e+02;1.151789999999999964e+04;-1.710670900659316471e-02;4.637824301787481923e-02;-8.913342703435327141e-02;9.947922653834067042e-01
-3.735000000000000000e+02;8.438999999999999773e+02;1.153920000000000073e+04;-1.833697699996647557e-02;3.471330799993652821e-02;-8.994941099983555510e-02;9.951722689981805647e-01
-3.778999999999999773e+02;8.481000000000000227e+02;1.156339999999999964e+04;-2.249634499361567036e-02;2.877906699183267053e-02;-8.812508997499061969e-02;9.954394247175002430e-01
-3.795000000000000000e+02;8.565000000000000000e+02;1.157879999999999927e+04;-2.195469499890411597e-02;1.329554199933634384e-02;-8.250968499588146043e-02;9.962596909502710041e-01
-3.800000000000000000e+02;8.692999999999999545e+02;1.159329999999999927e+04;-2.282650399327540783e-02;5.055010998510815236e-03;-7.402104697819372747e-02;9.969825887062931935e-01
-3.796999999999999886e+02;8.842000000000000455e+02;1.160600000000000000e+04;-2.432736700124312271e-02;1.975695000100957405e-03;-6.419071600328012106e-02;9.976391270509791243e-01
-3.783999999999999773e+02;8.990000000000000000e+02;1.161179999999999927e+04;-2.361987899531518137e-02;-2.517448999500683862e-03;-5.452671198918505185e-02;9.982297338020090782e-01
-3.761999999999999886e+02;9.133999999999999773e+02;1.161460000000000036e+04;-2.375043100369380114e-02;-2.592561000403210188e-03;-4.503423800700397800e-02;9.986997111553234108e-01
-3.725000000000000000e+02;9.270000000000000000e+02;1.160960000000000036e+04;-2.596666100448880715e-02;-3.880133000670751668e-03;-3.495329500604231476e-02;9.990440151727028040e-01
-3.686999999999999886e+02;9.401000000000000227e+02;1.160879999999999927e+04;-2.227735400812214106e-02;5.513493002010175399e-03;-2.669318300973211669e-02;9.993802053643660033e-01
-3.641000000000000227e+02;9.490000000000000000e+02;1.160060000000000036e+04;-2.137632900517016238e-02;1.293086400312750892e-02;-2.055477600497145757e-02;9.994765362417372678e-01
-3.588999999999999773e+02;9.540000000000000000e+02;1.159070000000000073e+04;-2.109648800740655111e-02;2.210408800776030025e-02;-1.711018800600704048e-02;9.993866063508644038e-01
-3.546000000000000227e+02;9.552999999999999545e+02;1.158060000000000036e+04;-1.972128899298063176e-02;3.273205498834973193e-02;-1.578818399438053702e-02;9.991448426443758635e-01
-3.503000000000000114e+02;9.523999999999999773e+02;1.156920000000000073e+04;-1.891817600198259647e-02;4.304656800451121812e-02;-1.748490900183239175e-02;9.987408941046664879e-01
-3.475000000000000000e+02;9.451000000000000227e+02;1.156189999999999964e+04;-1.704212299296207697e-02;5.284508297817645806e-02;-2.249297899071103085e-02;9.982039015877697263e-01
-3.443999999999999773e+02;9.207000000000000455e+02;1.154970000000000073e+04;-1.630482699247057937e-02;6.700989796905543194e-02;-3.979979398162081239e-02;9.968248605396752282e-01
-3.441000000000000227e+02;9.047999999999999545e+02;1.155050000000000000e+04;-1.559431000592395068e-02;6.975088202649690206e-02;-5.136244601951151650e-02;9.961192353784047437e-01
-3.441999999999999886e+02;8.883999999999999773e+02;1.155300000000000000e+04;-1.462631700407833121e-02;6.935949501933987016e-02;-6.365488601774921262e-02;9.954513482775668720e-01
-3.446999999999999886e+02;8.731000000000000227e+02;1.156229999999999927e+04;-1.489144499527507090e-02;6.454747797951963795e-02;-7.579238897595172442e-02;9.949207916843201271e-01
-3.438999999999999773e+02;8.622999999999999545e+02;1.157920000000000073e+04;-1.577513700226132812e-02;5.615320200804941458e-02;-8.476213801215043420e-02;9.946925871425866816e-01
-3.416000000000000227e+02;8.572999999999999545e+02;1.159739999999999964e+04;-1.753975499460042400e-02;4.569527198593280326e-02;-8.869534197269531017e-02;9.948554846937356366e-01
-3.381000000000000227e+02;8.576000000000000227e+02;1.161700000000000000e+04;-1.915713700989309792e-02;3.401229701756457169e-02;-8.905731304599083520e-02;9.952612535139713223e-01
-3.340000000000000000e+02;8.616000000000000227e+02;1.163400000000000000e+04;-2.057311200516320771e-02;2.337147000586550782e-02;-8.701278502183747154e-02;9.957204912498947014e-01
-3.293999999999999773e+02;8.698999999999999773e+02;1.165060000000000036e+04;-2.182854099111531526e-02;1.626521999337970925e-02;-8.198206696663155879e-02;9.962619625945000612e-01
-3.243999999999999773e+02;8.818999999999999773e+02;1.166210000000000036e+04;-2.276093000523071730e-02;7.757070001782662150e-03;-7.321158201682484434e-02;9.970264952291278959e-01
-3.201000000000000227e+02;8.960000000000000000e+02;1.167110000000000036e+04;-2.289865999069480226e-02;3.282560998666084195e-03;-6.338303997424339642e-02;9.977211365945617416e-01
-3.161999999999999886e+02;9.103999999999999773e+02;1.167779999999999927e+04;-2.292475399247417486e-02;1.160052999619173852e-03;-5.377705298234586317e-02;9.982891056722779100e-01
-3.121999999999999886e+02;9.248999999999999773e+02;1.168129999999999927e+04;-2.285584100674848892e-02;1.582226000467173120e-03;-4.432197401308664991e-02;9.987545592948955386e-01
-3.081999999999999886e+02;9.391000000000000227e+02;1.167920000000000073e+04;-2.262230700899619737e-02;5.140226002044110017e-03;-3.512922701396981734e-02;9.991134803973168443e-01
-3.038999999999999773e+02;9.517999999999999545e+02;1.167300000000000000e+04;-2.234355500815668819e-02;1.168799800426679331e-02;-2.715845400991440117e-02;9.993130513648068591e-01
-3.001000000000000227e+02;9.607000000000000455e+02;1.166589999999999964e+04;-2.088039900735211979e-02;1.955730400688624956e-02;-2.150849900757327571e-02;9.993592473518806418e-01
-2.968000000000000114e+02;9.661000000000000227e+02;1.165729999999999927e+04;-2.103252800324855246e-02;2.979008200460118647e-02;-1.887416700291518618e-02;9.991566191543234110e-01
-2.943999999999999773e+02;9.673999999999999773e+02;1.164629999999999927e+04;-1.846572799394714109e-02;4.033232298677951605e-02;-1.834383899398709522e-02;9.988472476725889226e-01
-2.931000000000000227e+02;9.650000000000000000e+02;1.163820000000000073e+04;-1.917501099973397197e-02;5.143889399928635447e-02;-2.065896699971338582e-02;9.982783009861503354e-01
-2.928999999999999773e+02;9.582999999999999545e+02;1.162850000000000000e+04;-1.736097500816006015e-02;5.821888102736422210e-02;-2.576312401210926334e-02;9.978203344689986487e-01
-2.931999999999999886e+02;9.473999999999999773e+02;1.162060000000000036e+04;-1.697127700520300111e-02;6.692822602051863579e-02;-3.370544701033331009e-02;9.970438963056705850e-01
-2.945000000000000000e+02;9.325000000000000000e+02;1.161479999999999927e+04;-1.548532999252687919e-02;7.270667696491221743e-02;-4.412480697870565377e-02;9.962564655192128749e-01
-2.961999999999999886e+02;9.152999999999999545e+02;1.161639999999999964e+04;-1.446311399949845936e-02;7.484601699740454916e-02;-5.676780399803145472e-02;9.954729069654797424e-01
-2.975000000000000000e+02;8.978999999999999773e+02;1.162120000000000073e+04;-1.447929399348306737e-02;7.206002196756675082e-02;-6.888483296899587660e-02;9.949133545522029776e-01
-2.971000000000000227e+02;8.827999999999999545e+02;1.163439999999999964e+04;-1.497949099419381216e-02;6.729870497391440831e-02;-8.017195296892462575e-02;9.943937636145639969e-01
-2.953000000000000114e+02;8.720000000000000000e+02;1.165089999999999964e+04;-1.589827400198807333e-02;5.800670500725371020e-02;-8.751297601094346068e-02;9.943459891243425774e-01
-2.923999999999999773e+02;8.665000000000000000e+02;1.167079999999999927e+04;-1.823699299159173975e-02;4.733920397817401732e-02;-9.093952095807186775e-02;9.945634295414514936e-01
-2.835000000000000000e+02;8.685000000000000000e+02;1.170510000000000036e+04;-2.038069300325831210e-02;2.626947600419976200e-02;-8.808649401408259749e-02;9.955577891591621542e-01
-2.783999999999999773e+02;8.762000000000000455e+02;1.171889999999999964e+04;-2.123348699433636952e-02;1.751427499532839938e-02;-8.205644797811299795e-02;9.962475237342698353e-01
-2.738000000000000114e+02;8.881000000000000227e+02;1.173039999999999964e+04;-2.183946100397447104e-02;1.077277600196049033e-02;-7.350812501337741778e-02;9.969972621814391367e-01
-2.698000000000000114e+02;9.025000000000000000e+02;1.174020000000000073e+04;-2.238276199483979489e-02;7.259168998326444820e-03;-6.355951298534676108e-02;9.977006087699864523e-01
-2.661999999999999886e+02;9.182000000000000455e+02;1.174489999999999964e+04;-2.296904999009668699e-02;5.510022997624304184e-03;-5.367650597685688640e-02;9.982789665695829262e-01
-2.636999999999999886e+02;9.345000000000000000e+02;1.174820000000000073e+04;-2.230717599954734620e-02;6.827277999861460639e-03;-4.334656299912040961e-02;9.987876919797326059e-01
-2.631999999999999886e+02;9.492999999999999545e+02;1.173870000000000073e+04;-2.261948099660571199e-02;1.021622099846694956e-02;-3.378661399492996487e-02;9.991208398500716070e-01
-2.646000000000000227e+02;9.701000000000000227e+02;1.172710000000000036e+04;-1.991630999626365847e-02;2.506240699529823854e-02;-2.202735299586762105e-02;9.992447208125395663e-01
-2.680000000000000000e+02;9.757000000000000455e+02;1.171879999999999927e+04;-1.912605000177377418e-02;3.485205000323222252e-02;-1.931413100179121475e-02;9.990227690926505311e-01
-2.721000000000000227e+02;9.771000000000000227e+02;1.171039999999999964e+04;-1.841105200043800447e-02;4.417470200105092643e-02;-1.900281300045207969e-02;9.986733810237586884e-01
-2.773999999999999773e+02;9.736000000000000227e+02;1.170160000000000036e+04;-1.751602600188594677e-02;5.297036100570330641e-02;-2.203626000237263877e-02;9.981992451074758188e-01
-2.836000000000000227e+02;9.646000000000000227e+02;1.169110000000000036e+04;-1.836080199615988326e-02;6.077579398728889110e-02;-2.768762499420920203e-02;9.975984057913547254e-01
-2.903000000000000114e+02;9.517999999999999545e+02;1.168570000000000073e+04;-1.504306600156645260e-02;6.984114400727263472e-02;-3.663213400381454266e-02;9.967717931037949342e-01
-2.983000000000000114e+02;9.351000000000000227e+02;1.168489999999999964e+04;-1.399614499777456118e-02;7.430102198818584747e-02;-4.793867999237756000e-02;9.959846128416346422e-01
-3.058999999999999773e+02;9.180000000000000000e+02;1.169050000000000000e+04;-1.426181400572669282e-02;7.383253902964675985e-02;-5.953650702390630989e-02;9.953897533996891589e-01
-3.135000000000000000e+02;9.011000000000000227e+02;1.170170000000000073e+04;-1.364159899730045880e-02;6.958268698623024107e-02;-7.064481298602005854e-02;9.949781238031031316e-01
-3.201999999999999886e+02;8.851000000000000227e+02;1.171339999999999964e+04;-1.348822500197392055e-02;6.230805200911841701e-02;-8.146182001192145417e-02;9.946354841455590234e-01
-3.251999999999999886e+02;8.730000000000000000e+02;1.173029999999999927e+04;-1.388835899818776504e-02;5.218533699319054947e-02;-8.902440798838356928e-02;9.945644568702233235e-01
-3.273000000000000114e+02;8.672000000000000455e+02;1.175020000000000073e+04;-1.537940299506324569e-02;4.057568198697529549e-02;-9.145294597064379527e-02;9.948635316806510032e-01
-3.276999999999999886e+02;8.675000000000000000e+02;1.176970000000000073e+04;-1.764181499513285678e-02;2.877819099206048101e-02;-8.977830897523135512e-02;9.953895907253852426e-01
-3.260000000000000000e+02;8.725000000000000000e+02;1.178870000000000073e+04;-1.900647799561903592e-02;1.834731099577097471e-02;-8.535024498032689477e-02;9.960007357704233621e-01
-3.231000000000000227e+02;8.818999999999999773e+02;1.180439999999999964e+04;-2.041456800955998227e-02;9.425108004413703527e-03;-7.849532503675873962e-02;9.966608734667282699e-01
-3.198999999999999773e+02;8.948999999999999773e+02;1.181329999999999927e+04;-2.079298300279251721e-02;3.539729000475388965e-03;-6.881350100924171764e-02;9.974065491339526579e-01
-3.165000000000000000e+02;9.163999999999999773e+02;1.181989999999999964e+04;6.975051999567963290e-02;-3.869685999760310007e-03;-5.899569699634579084e-02;9.958109249383192418e-01
-3.151999999999999886e+02;9.253999999999999773e+02;1.182170000000000073e+04;-1.795256600192469618e-02;-6.699950000718302894e-04;-4.962378600532017792e-02;9.986063971070606726e-01
-3.146000000000000227e+02;9.412999999999999545e+02;1.182379999999999927e+04;-2.250406400983334318e-02;5.531190002416901596e-04;-3.939365101721339218e-02;9.989701704365085977e-01
-3.156000000000000227e+02;9.686000000000000227e+02;1.181310000000000036e+04;-2.027794699611078569e-02;1.076816899793471560e-02;-2.353409199548627331e-02;9.994593528083084433e-01
-3.166999999999999886e+02;9.777000000000000455e+02;1.180739999999999964e+04;-1.870321000451008464e-02;2.012098300485196459e-02;-1.916352400462108599e-02;9.994388902410041853e-01
-3.181000000000000227e+02;9.820000000000000000e+02;1.179420000000000073e+04;-1.775048000222396657e-02;2.886885100361699652e-02;-1.698720100212833609e-02;9.992812141252005453e-01
-3.201000000000000227e+02;9.821000000000000227e+02;1.178429999999999927e+04;-1.766072800521016964e-02;3.946436501164255622e-02;-1.717328500506636740e-02;9.989172842946949515e-01
-3.230000000000000000e+02;9.772999999999999545e+02;1.177420000000000073e+04;-1.661460499489088999e-02;4.947576498478584855e-02;-2.088295599357834278e-02;9.984187526929791945e-01
-3.271999999999999886e+02;9.677000000000000455e+02;1.176920000000000073e+04;-1.505730399395526289e-02;5.831649197658890504e-02;-2.772995198886784099e-02;9.977993355994346780e-01
-3.326000000000000227e+02;9.537999999999999545e+02;1.176210000000000036e+04;-1.374992700513999813e-02;6.524972502439164990e-02;-3.711056801387267040e-02;9.970838573727298648e-01
-3.373000000000000114e+02;9.373999999999999773e+02;1.176329999999999927e+04;-1.299998300575099831e-02;6.782702003000566637e-02;-4.806584402126361233e-02;9.964537974408161913e-01
-3.418999999999999773e+02;9.192999999999999545e+02;1.176800000000000000e+04;-1.247383899403696483e-02;6.788185896754954374e-02;-5.982380397140163453e-02;9.958200485239548927e-01
-3.458999999999999773e+02;9.005000000000000000e+02;1.177579999999999927e+04;-1.116607500149550611e-02;6.422428000860173902e-02;-7.207799900965362883e-02;9.952664581332990590e-01
-3.485000000000000000e+02;8.840000000000000000e+02;1.179089999999999964e+04;-1.133680700317568450e-02;5.616816201573391482e-02;-8.304085302326152940e-02;9.948973972786923081e-01
-3.491000000000000227e+02;8.730000000000000000e+02;1.180729999999999927e+04;-1.275963200224019926e-02;4.525191800794484825e-02;-8.903789101563232278e-02;9.949179411746770230e-01
-3.480000000000000000e+02;8.686000000000000227e+02;1.182789999999999964e+04;-1.371947699662243690e-02;3.425325399156727013e-02;-9.047094397772717511e-02;9.952153027549903719e-01
-3.446000000000000227e+02;8.693999999999999773e+02;1.184689999999999964e+04;-1.576925199922641838e-02;2.325123299885937730e-02;-8.855137599565600370e-02;9.956753309511557903e-01
-3.396000000000000227e+02;8.752999999999999545e+02;1.186739999999999964e+04;-1.887344499338615422e-02;1.501861899473700551e-02;-8.417091197050387275e-02;9.961593706509145330e-01
-3.336000000000000227e+02;8.867999999999999545e+02;1.187979999999999927e+04;-1.990232899777098080e-02;5.032483999436371258e-03;-7.611448899147532643e-02;9.968877348883505851e-01
-3.278999999999999773e+02;9.012000000000000455e+02;1.188889999999999964e+04;-1.989989799197717721e-02;2.388759999036951266e-04;-6.582334097346272117e-02;9.976328105977954053e-01
-3.223000000000000114e+02;9.161000000000000227e+02;1.189339999999999964e+04;-1.958250499488375929e-02;-2.178889999430731143e-03;-5.700822198510569622e-02;9.981792627392098716e-01
-3.171999999999999886e+02;9.322999999999999545e+02;1.189720000000000073e+04;-2.044319799332419349e-02;-2.868956999063131032e-03;-4.786817998436846550e-02;9.986403166738899717e-01
-3.131000000000000227e+02;9.502999999999999545e+02;1.189739999999999964e+04;-1.979045799427974275e-02;-1.558549999549514557e-03;-3.757162998914025109e-02;9.990967327112197927e-01
-3.093000000000000114e+02;9.672000000000000455e+02;1.189100000000000000e+04;-1.973255799167564217e-02;1.818091999233021824e-03;-2.757558598836699210e-02;9.994232875783842784e-01
-3.071999999999999886e+02;9.802000000000000455e+02;1.188629999999999927e+04;-1.999276500748102883e-02;9.192793003439820795e-03;-2.083986900779800575e-02;9.995406353740149408e-01
-3.055000000000000000e+02;9.892000000000000455e+02;1.185410000000000036e+04;-1.568863999834022374e-02;3.668803299611859969e-02;-1.746454599815234349e-02;9.990509718943055839e-01
-3.063000000000000114e+02;9.827000000000000455e+02;1.184420000000000073e+04;-1.558129899961900947e-02;4.813661199882297848e-02;-2.211163399945933333e-02;9.984744189755855315e-01
-3.071000000000000227e+02;9.718999999999999773e+02;1.183820000000000073e+04;-1.447306600503176638e-02;5.665582601969720161e-02;-2.904726901009869675e-02;9.978661753469222351e-01
-3.083000000000000114e+02;9.572999999999999545e+02;1.183400000000000000e+04;-1.276953699618565453e-02;6.394299698089980777e-02;-3.818116698859504166e-02;9.971411287021474390e-01
-3.115000000000000000e+02;9.393999999999999773e+02;1.183320000000000073e+04;-1.184823500494119192e-02;6.696846302792854033e-02;-5.005929302087673560e-02;9.964280764155507564e-01
-3.146999999999999886e+02;9.197999999999999545e+02;1.184000000000000000e+04;-1.116183600311965694e-02;6.663494901862401787e-02;-6.277449701754504729e-02;9.957381982783020113e-01
-3.180000000000000000e+02;9.007000000000000455e+02;1.185120000000000073e+04;-1.032997499627624771e-02;6.089750897804765972e-02;-7.544498097280356863e-02;9.952350676412373698e-01
-3.200000000000000000e+02;8.855000000000000000e+02;1.186670000000000073e+04;-1.090250300306241232e-02;5.108485601434926970e-02;-8.503583702388579912e-02;9.950077282794885791e-01
-3.190000000000000000e+02;8.766000000000000227e+02;1.188610000000000036e+04;-1.221772900002503909e-02;3.945447100008085684e-02;-9.018091200018482634e-02;9.950685780020392945e-01
-3.146999999999999886e+02;8.747999999999999545e+02;1.190870000000000073e+04;-1.491051099429825319e-02;2.794805098931272755e-02;-9.054664096537516638e-02;9.953883106193657238e-01
-3.073000000000000114e+02;8.787000000000000455e+02;1.192370000000000073e+04;-1.648681900652817361e-02;1.660701200657576510e-02;-8.725840803455110761e-02;9.959108203943439763e-01
-2.986000000000000227e+02;8.868999999999999773e+02;1.193920000000000073e+04;-2.127320699682983332e-02;7.876191998826279766e-03;-8.158219898784249691e-02;9.964084308515137600e-01
-2.881000000000000227e+02;9.000000000000000000e+02;1.195170000000000073e+04;-2.031234500862270920e-02;1.619344000687421466e-03;-7.424220303151625455e-02;9.970320364232461152e-01
-2.783000000000000114e+02;9.153999999999999773e+02;1.195839999999999964e+04;-2.062589299986788277e-02;-1.664051999989341057e-03;-6.525404399958202595e-02;9.976541049936095140e-01
-2.686000000000000227e+02;9.320000000000000000e+02;1.195429999999999927e+04;-1.760928399723482932e-02;-1.168420599816524102e-02;-5.529798399131661407e-02;9.982462248432464325e-01
-2.621000000000000227e+02;9.507000000000000455e+02;1.196529999999999927e+04;-2.111842699644385021e-02;-3.407651999426183128e-03;-4.546239199234455158e-02;9.987369878318219651e-01
-2.561999999999999886e+02;9.681000000000000227e+02;1.196229999999999927e+04;-2.098851000146207194e-02;-2.367980000164954908e-04;-3.565424300248369593e-02;9.991437340696009972e-01
-2.510000000000000000e+02;9.827000000000000455e+02;1.195789999999999964e+04;-2.049967200329115211e-02;4.900341000786734291e-03;-2.764132000443772150e-02;9.993956711604496945e-01
-2.459000000000000057e+02;9.930000000000000000e+02;1.194900000000000000e+04;-2.196889600032547740e-02;1.155771300017123179e-02;-2.171651100032173654e-02;9.994559420148071416e-01
-2.415999999999999943e+02;1.000199999999999932e+03;1.193979999999999927e+04;-1.899055800844941244e-02;2.193346400975878380e-02;-1.828461100813531109e-02;9.994118044446650417e-01
-2.365999999999999943e+02;9.992000000000000455e+02;1.191970000000000073e+04;-1.655774399744606995e-02;4.270615799341283964e-02;-1.925040699703074731e-02;9.987649608459466810e-01
-2.369000000000000057e+02;9.913999999999999773e+02;1.191000000000000000e+04;-1.525046300500269500e-02;5.264396501726908983e-02;-2.411302800790993128e-02;9.982056893274469100e-01
-2.395999999999999943e+02;9.788999999999999773e+02;1.190350000000000000e+04;-1.403863499768857187e-02;6.071227499000387412e-02;-3.137558199483408278e-02;9.975632858357534882e-01
-2.439000000000000057e+02;9.631000000000000227e+02;1.190000000000000000e+04;-1.323764600695067316e-02;6.461871703392926825e-02;-4.122027302164348039e-02;9.969704485234780478e-01
-2.493000000000000114e+02;9.448999999999999773e+02;1.190239999999999964e+04;-1.131018600236340793e-02;6.802722201421515513e-02;-5.327009201113146186e-02;9.961961022081677886e-01
-2.543000000000000398e+02;9.261000000000000227e+02;1.191360000000000036e+04;-9.481041003748851004e-03;6.677195802640197020e-02;-6.600425302609840006e-02;9.955375703936404364e-01
-2.585000000000000000e+02;9.081000000000000227e+02;1.192160000000000036e+04;-1.034689399685184696e-02;6.029522298165453098e-02;-7.867898897606107056e-02;9.950211276972540375e-01
-2.613000000000000114e+02;8.956000000000000227e+02;1.193920000000000073e+04;-1.144519899544121921e-02;5.140981497952275270e-02;-8.732035196521908960e-02;9.947870096037624288e-01
-2.623999999999999773e+02;8.900000000000000000e+02;1.195889999999999964e+04;-1.306729499747650430e-02;3.946914799237790511e-02;-9.059760298250418842e-02;9.950193498078464538e-01
-2.626999999999999886e+02;8.901000000000000227e+02;1.197870000000000073e+04;-1.526165299668528520e-02;2.678171499418321652e-02;-9.031894398038339822e-02;9.954357387837988735e-01
-2.615000000000000000e+02;8.957000000000000455e+02;1.199970000000000073e+04;-1.741872800903095098e-02;1.617595500838662007e-02;-8.748829904535937452e-02;9.958818825163271438e-01
-2.588999999999999773e+02;9.063999999999999773e+02;1.201479999999999927e+04;-1.933397999553011087e-02;7.688490998222470910e-03;-8.122015298122242655e-02;9.964789867696205450e-01
-2.551999999999999886e+02;9.211000000000000227e+02;1.202700000000000000e+04;-2.065894200641354983e-02;7.357320002284074715e-04;-7.191926702232727397e-02;9.971962123095787778e-01
-2.508000000000000114e+02;9.395000000000000000e+02;1.203550000000000000e+04;5.744017001268492822e-03;-3.165889000699145892e-03;-6.271661801385017276e-02;9.980098242203977454e-01
-2.468000000000000114e+02;9.553999999999999773e+02;1.203970000000000073e+04;-7.433890998945711162e-03;-6.099068999135018668e-03;-5.401511199233947208e-02;9.984938188583916130e-01
-2.433000000000000114e+02;9.710000000000000000e+02;1.204029999999999927e+04;-2.090296099240074312e-02;-2.812720998977436253e-03;-4.449514598382380698e-02;9.987869326368913336e-01
-2.405999999999999943e+02;9.870000000000000000e+02;1.203779999999999927e+04;-2.086420300640239381e-02;1.122194000344356457e-03;-3.478888501067532030e-02;9.991762403066073439e-01
-2.399000000000000057e+02;1.009100000000000136e+03;1.202660000000000036e+04;-1.918120199346175225e-02;1.335879799544641838e-02;-2.201333299249636638e-02;9.994843856593080833e-01
-2.415999999999999943e+02;1.014799999999999955e+03;1.201989999999999964e+04;-1.854716799249483961e-02;2.210400599105555655e-02;-1.809308499267858403e-02;9.994198595955822162e-01
-2.450999999999999943e+02;1.015800000000000068e+03;1.201050000000000000e+04;-1.681952999643082994e-02;3.143996299332832423e-02;-1.704764299638242622e-02;9.992186997879619614e-01
-2.499000000000000057e+02;1.011400000000000091e+03;1.199989999999999964e+04;-1.576422799758461432e-02;4.170180899361047161e-02;-1.918430899706059095e-02;9.988215108469610248e-01
-2.566000000000000227e+02;1.002500000000000000e+03;1.199420000000000073e+04;-1.539367199900454862e-02;5.154489799666678307e-02;-2.452062799841434049e-02;9.982509189354467072e-01
-2.643000000000000114e+02;9.900000000000000000e+02;1.199000000000000000e+04;-1.323344400099950302e-02;5.749899200434281654e-02;-3.216417400242931046e-02;9.977395490753577789e-01
-2.730000000000000000e+02;9.742999999999999545e+02;1.199060000000000036e+04;-1.258903199937059028e-02;6.226460999688697429e-02;-4.197021999790163244e-02;9.970973549501483957e-01
-2.823000000000000114e+02;9.546000000000000227e+02;1.199110000000000036e+04;-3.204897698389795602e-02;6.505741996731385923e-02;-5.247504697363548909e-02;9.959853234995970084e-01
-2.915000000000000000e+02;9.372000000000000455e+02;1.199929999999999927e+04;-9.869543998570514190e-03;6.153140699108792383e-02;-6.672554299033560399e-02;9.958233678557670832e-01
-3.003999999999999773e+02;9.198999999999999773e+02;1.201479999999999927e+04;-1.078263999509742645e-02;5.553019397475193047e-02;-7.933701796392761407e-02;9.952415635474907152e-01
-3.078999999999999773e+02;9.086000000000000227e+02;1.203370000000000073e+04;-1.081219600406960017e-02;4.376371301647221518e-02;-8.717907503281331627e-02;9.951721673745727026e-01
-3.138000000000000114e+02;9.042000000000000455e+02;1.205529999999999927e+04;-1.263639099494585569e-02;3.162775598734993143e-02;-8.979821596408364692e-02;9.953774596018815091e-01
-3.185000000000000000e+02;9.053999999999999773e+02;1.207560000000000036e+04;-1.423949499364376634e-02;1.915934999144763839e-02;-8.885120896033855964e-02;9.957588155555125997e-01
-3.218999999999999773e+02;9.112000000000000455e+02;1.209550000000000000e+04;-1.616076199786145237e-02;7.980426998943954131e-03;-8.540707298869812392e-02;9.961831028681755740e-01
-3.236000000000000227e+02;9.221000000000000227e+02;1.211250000000000000e+04;-1.810587699649147606e-02;-1.369981999734527734e-03;-7.846300398479559568e-02;9.967516528068515180e-01
-3.241999999999999886e+02;9.366000000000000227e+02;1.212639999999999964e+04;-1.898050199301759555e-02;-7.334917997301686372e-03;-6.870022097472709699e-02;9.974298066330731238e-01
-3.238000000000000114e+02;9.523999999999999773e+02;1.213329999999999927e+04;-1.965255199839650510e-02;-1.071298099912590396e-02;-6.020232599508795746e-02;9.979352129185761200e-01
-3.226999999999999886e+02;9.678999999999999773e+02;1.213750000000000000e+04;-2.211556200955839754e-02;-1.285347100555530100e-02;-5.122647602214020629e-02;9.983594234314933091e-01
