Point_Encoder,x_Encoder,y_Encoder,z_Encoder,encoder_0,encoder_1,encoder_2,encoder_3,encoder_4,encoder_5,encoder_6,encoder_7,x_TS,y_TS,z_TS,delta_x,delta_y,delta_z,Norm
01_02_P181,2873.905917,7510.856377,5622.68233,-0.7404187264422235,0.8758550929830797,1.685,0.8530850656629022,-0.6471241764394442,2.953598443676525,-0.2362330413343887,0.803805932852076,2871.4008256313264,7505.752989502525,5591.904730474027,-2.505091368673675,-5.103387497474614,-30.77759952597262,31.298253614154472
01_02_P182,2810.773909,6634.51669,5619.127593,-0.7404187264422235,0.8757592191838368,1.685,0.8523180752689594,-0.6474117978371727,2.0759081177655565,-0.2346990605465031,0.8076408848217901,2803.921481827615,6630.341811745893,5620.57192459045,-6.852427172384978,-4.1748782541071705,1.4443315904500196,8.15300314808162
01_02_P183,2753.002308,5863.222005,5615.456502,-0.7404187264422235,0.8756873138344047,1.685,0.8517428324735022,-0.6482027566809262,1.296429550221714,-0.2323980893646746,0.7853981633974483,2741.083157227081,5848.869063632264,5638.283189858867,-11.919150772919238,-14.352941367735184,22.826687858867444,29.48102372136001
01_02_P184,2702.573626,5175.432124,5610.846858,-0.7404187264422235,0.8755674715853511,1.685,0.8513353688267201,-0.6491135577737334,0.6057193027404659,-0.230864108576789,0.782330201821677,2685.0474241750817,5154.383603124188,5645.134595860981,-17.52620182491819,-21.048520875811846,34.287737860981,43.884586691577745
01_02_P185,2662.342836,4604.676092,5607.075581,-0.7404187264422235,0.875495566235919,1.685,0.8509518736297488,-0.6496888005691904,0.0319703311327951,-0.2300971181828461,0.77772825945802,2642.188101175293,4578.1301731333315,5645.385306605107,-20.154734824706793,-26.545918866668217,38.309725605106905,50.77926959171985
01_02_P186,2438.351799,4349.101874,5220.945592,-0.7398213290908575,0.8756393769347832,1.1712,0.8510477474289916,-0.649808642818244,0.0319016515814894,-0.2300971181828461,0.77772825945802,2419.059438273962,4329.283740568371,5255.478839883295,-19.29236072603817,-19.818133431628667,34.53324788329519,44.243630100462255
01_02_P187,2497.582735,5207.421981,5227.724306,-0.7398213290908575,0.8759749352321332,1.1713,0.8515031479753952,-0.6492094315729762,0.897847774219186,-0.2316310989707318,0.7946020481247621,2480.438665267229,5193.174916651287,5259.170232515061,-17.14406973277073,-14.247064348713138,31.44592651506082,38.54535333797167
01_02_P188,2544.145596,5879.378123,5232.108172,-0.7398213290908575,0.8760708090313761,1.1713,0.8519106116221773,-0.6489937155246798,1.5724526669192516,-0.2331650797586174,0.7976700097005334,2529.891513144321,5870.528168290775,5253.7861513071675,-14.254082855678917,-8.84995470922513,21.677979307167334,27.412321376597617
01_02_P189,2594.781402,6600.715481,5236.260839,-0.7398213290908575,0.8761427143808083,1.1713,0.8523660121685808,-0.6487300625767619,2.29568268194374,-0.2346990605465031,0.7976700097005334,2584.049696588636,6596.837414627771,5239.337281057687,-10.731705411364146,-3.8780663722291138,3.076442057687018,11.818349950734337
01_02_P190,2646.170659,7284.775488,5240.114214,-0.7404187264422235,0.8762385881800511,1.1713,0.8527255389157415,-0.6487540310265727,2.9847789599693044,-0.2362330413343887,0.803805932852076,2639.900207142432,7283.969272822787,5214.62837731238,-6.270451857567878,-0.8062151772128345,-25.485836687620576,26.258263862603556
01_02_P191,2403.151719,7007.346499,4819.486528,-0.7398213290908575,0.8761666828306189,0.6133000000000001,0.8527495073655522,-0.6487300625767619,2.9844355622127763,-0.2370000317283315,0.8053399136399616,2379.237852643996,7008.10864670234,4817.979852918597,-23.913866356003837,0.7621477023394618,-1.5066750814030456,23.973400739442756
01_02_P192,2339.254738,6097.345582,4814.67018,-0.7398213290908575,0.8760708090313761,0.6131,0.8521023592206629,-0.6490176839744904,2.072817537956801,-0.2346990605465031,0.8076408848217901,2316.35272441099,6098.606104304281,4837.2304637811685,-22.90201358901004,1.2605223042810394,22.560283781168437,32.172310255834006
01_02_P193,2281.926622,5289.171522,4810.071899,-0.7398213290908575,0.8759509667823225,0.6131,0.851599021774638,-0.649473084520894,1.2564580513618069,-0.2323980893646746,0.7853981633974483,2260.1115982406554,5282.068284270281,4844.505364544773,-21.815023759344513,-7.103237729718785,34.43346554477375,41.37650054425564
01_02_P194,2235.707352,4640.476728,4807.503443,-0.7398213290908575,0.8762146197302404,0.613,0.8511915581278559,-0.6500003904167297,0.6064060982535228,-0.2316310989707318,0.782330201821677,2214.0264631207174,4627.696722311612,4844.36672448544,-21.68088887928252,-12.780005688387973,36.863281485439984,44.63508720576009
01_02_P195,2195.828959,4081.156841,4805.994979,-0.7398213290908575,0.8766939887264547,0.613,0.8508080629308844,-0.6503838856137012,0.0462556778043771,-0.230864108576789,0.77772825945802,2176.719637295605,4066.4742971121086,4839.2101558679315,-19.109321704394915,-14.68254388789137,33.215176867931405,41.03646238883026
01_02_P196,1950.03941,3794.963919,4379.320436,-0.7398213290908575,0.8773651053211546,0.0441,0.851095684328613,-0.6503599171638904,0.0457062413939316,-0.2300971181828461,0.77772825945802,1935.437805481456,3788.397204548346,4408.218035025982,-14.601604518544036,-6.566714451653752,28.897599025982345,33.036340939516585
01_02_P197,2008.141595,4654.297909,4386.706902,-0.7398213290908575,0.8777725689679368,0.0441,0.851599021774638,-0.6499045166174868,0.9142278472055914,-0.230864108576789,0.8007379712763046,1989.970866452495,4653.3065219191485,4421.024985738,-18.17072854750495,-0.991387080851382,34.318083738000496,38.84442168110634
01_02_P198,2058.983271,5386.270458,4392.483334,-0.7398213290908575,0.8778924112169904,0.0441,0.8521023592206629,-0.6494970529707047,1.647382057393751,-0.2323980893646746,0.7976700097005334,2039.293340715517,5387.8547686072125,4424.513082621388,-19.689930284483125,1.584310607212501,32.029748621388535,37.6312129947637
01_02_P199,2104.007178,6038.738915,4397.196455,-0.7398213290908575,0.8779882850162332,0.0441,0.852509822867445,-0.6493532422718404,2.30196686088821,-0.2339320701525603,0.7992039904884191,2082.2136225774557,6045.057360469627,4419.654826289929,-21.79355542254416,6.318445469627477,22.458371289928436,31.925855542247287
01_02_P200,2149.711504,6692.370568,4401.229841,-0.7398213290908575,0.878084158815476,0.044,0.8529891918636593,-0.649137526223544,2.9585433713705336,-0.2354660509404459,0.803805932852076,2125.064426249196,6700.141932511315,4408.837613269441,-24.647077750803874,7.771364511314459,7.607772269440829,26.9397614489357
01_02_P201,2928.92882,8090.944485,5093.26378,-0.7398213290908575,0.6829090720068389,1.6069,0.6050355785718319,-0.7348487027466543,2.958096954287047,-0.2362330413343887,0.8099418560036186,2956.2617347660307,8105.74649819705,5011.149691214342,27.332914766030626,14.802013197049746,-82.11408878565817,87.80040661290631
01_02_P202,2938.333667,7437.315404,5065.270703,-0.7398213290908575,0.6828371666574068,1.6069,0.6044603357763748,-0.7353999770923006,2.30220723931778,-0.2354660509404459,0.803805932852076,2959.3397903506684,7449.613860973159,5016.0982206705,21.00612335066853,12.298456973158864,-49.17248232949987,54.867497487940156
01_02_P203,2953.600226,6404.139944,5018.074265,-0.7398213290908575,0.6827412928581639,1.6068,0.6039809667801604,-0.7363587150847292,1.263978462229779,-0.2316310989707318,0.7900001057611052,2962.010891275895,6408.09496275233,5010.689905891127,8.410665275895099,3.9550187523300337,-7.384359108873468,11.870561198327245
01_02_P204,2965.013471,5705.835536,4987.088078,-0.7398213290908575,0.6826693875087317,1.6067,0.6032619132858391,-0.7372455477277255,0.5637217571170412,-0.230864108576789,0.7853981633974483,2967.8816142363758,5701.654216156612,4997.574793955664,2.868143236375545,-4.181319843387428,10.486715955664295,11.648214146033562
01_02_P205,2974.998984,5204.674449,4964.435648,-0.7398213290908575,0.6825974821592996,1.6067,0.6028304811892463,-0.7375331691254541,0.0610561211107516,-0.230864108576789,0.782330201821677,2975.141925464868,5196.3180236280095,4983.446085534269,0.1429414648682723,-8.356425371990554,19.01043753426893,20.766487726728542
01_02_P206,2818.629107,4921.43599,4682.271549,-0.7398213290908575,0.6825016083600568,1.1396,0.6034776293341355,-0.6961396563023525,0.0609874415594459,-0.2316310989707318,0.782330201821677,2810.925020797299,4915.946471963252,4703.06848079673,-7.704086202701092,-5.4895180367475405,20.79693179672995,22.84732204553223
01_02_P207,2831.6002,5551.908502,4711.299367,-0.7398213290908575,0.6825735137094889,1.1396,0.6041727143786462,-0.6960677509529204,0.69544913652134,-0.2316310989707318,0.7946020481247621,2823.9535133545814,5550.0267286167855,4728.257496332702,-7.646686645418413,-1.8817733832147496,16.95812933270281,18.697353774897433
01_02_P208,2849.066671,6325.836648,4747.234051,-0.7398213290908575,0.6826454190589211,1.1396,0.6048198625235355,-0.6957082242057597,1.472008823134691,-0.2331650797586174,0.8007379712763046,2843.569165591589,6330.248708923136,4749.4208522669505,-5.497505408411143,4.4120609231358685,2.1868012669501695,7.380443556190046
01_02_P209,2869.700163,7201.689341,4787.26982,-0.7398213290908575,0.6827652613079745,1.1396,0.6056827267167211,-0.6953726659084097,2.349390091064784,-0.2362330413343887,0.8022719520641903,2869.6160162288606,7213.450662464993,4759.414391752984,-0.08414677113933067,11.761321464992761,-27.85542824701679,30.236743311849796
01_02_P210,2884.743024,7784.237131,4813.070937,-0.7398213290908575,0.682813198207596,1.1396,0.6063059064117997,-0.6949172653620062,2.9339217522274468,-0.2377670221222743,0.8068738944278473,2892.198283929474,7798.164109457275,4755.38622939041,7.455259929474323,13.926978457275254,-57.68470760959008,59.808587356410065
01_02_P211,2718.773556,7464.266915,4497.030806,-0.7398213290908575,0.6827652613079745,0.6157,0.6066414647091497,-0.673705187279525,2.9333723158170013,-0.23930100291016,0.8084078752157329,2701.8488030453227,7476.095807106731,4471.3385507375,-16.924752954677388,11.828892106730564,-25.69225526250011,32.96152198432285
01_02_P212,2675.010801,6545.095575,4455.532886,-0.7398213290908575,0.6826693875087317,0.6155,0.6055868529174783,-0.6745920199225214,2.0103534860442824,-0.2370000317283315,0.8007379712763046,2659.618391263166,6553.424478210218,4457.438509261266,-15.392409736833997,8.328903210217504,1.9056232612656459,17.604780776983002
01_02_P213,2643.003403,5872.845988,4423.521499,-0.7398213290908575,0.6825735137094889,0.6154000000000001,0.6049876416722104,-0.6755028210153285,1.3345810409720205,-0.2346990605465031,0.7930680673368765,2628.7319026724845,5876.0688851018585,4440.4554203894695,-14.271500327515696,3.222897101858507,16.933921389469106,22.37901876651807
01_02_P214,2613.918162,5285.337143,4395.62285,-0.7398213290908575,0.6825016083600568,0.6154000000000001,0.6043644619771319,-0.6759821900115428,0.7430784053518308,-0.2331650797586174,0.7884661249732196,2602.876985463581,5281.795506735307,4419.726816458478,-11.041176536418789,-3.5416362646928974,24.10396645847868,26.747933859855753
01_02_P215,2584.888186,4601.411034,4364.270607,-0.7392242408583696,0.6827173244083532,0.6154000000000001,0.603765250731864,-0.6765574328069999,0.0574847844428561,-0.2331650797586174,0.7838641826095626,2575.9503544983318,4594.258288020683,4388.863741002126,-8.93783150166837,-7.152745979316933,24.593134002125225,27.126902643747183
01_02_P216,2291.319251,4259.470663,4018.350521,-0.7392242408583696,0.6832206618543781,0.0488,0.6042446197280783,-0.676629338156432,0.0572787457889391,-0.2323980893646746,0.7884661249732196,2283.584815531867,4258.560734279627,4040.03205660797,-7.734435468132688,-0.9099287203735003,21.68153560797009,23.03776136273975
01_02_P217,2496.364323,4988.76172,4064.825863,-0.7392242408583696,0.6835801886015388,0.0487,0.6052752630699391,-0.6127054825112601,0.8100409678748711,-0.2331650797586174,0.7976700097005334,2485.993410238848,4988.554392921515,4089.670943897545,-10.370912761151885,-0.20732707848583232,24.845080897544904,26.923537301447727
01_02_P218,2599.664826,5955.403404,4114.156088,-0.7392242408583696,0.6837239993004032,0.0487,0.6063538433114211,-0.6119864290169387,1.7846381406781573,-0.2354660509404459,0.8022719520641903,2587.6578945194524,5962.187552260957,4132.4237645146695,-12.006931480547792,6.784148260957409,18.2676765146698,22.888841745484626
01_02_P219,2658.239771,6506.865327,4141.377368,-0.7392242408583696,0.6837959046498353,0.0487,0.6070489283559318,-0.6118665867678851,2.339568915228071,-0.2370000317283315,0.8015049616702475,2644.435402278077,6515.125355024338,4151.373721987938,-13.804368721922856,8.260028024337771,9.996353987937255,18.93979281369774
01_02_P220,2721.503012,7086.845191,4169.63353,-0.7392242408583696,0.6838678099992674,0.0487,0.6076241711513889,-0.6113632493218601,2.92671039934035,-0.2377670221222743,0.8130098175793898,2706.39401406288,7099.086848208799,4164.60644291763,-15.108997937119966,12.241657208798642,-5.02708708236969,20.08510877280368
01_02_P221,2172.360768,7434.188827,4199.181107,-0.5639740077519704,0.6838438415494567,0.0486,0.6091821203890853,-0.4622794914992243,2.926676059564697,-0.23930100291016,0.8130098175793898,2151.8512327681947,7445.990315304471,4196.454335016284,-20.50953523180533,11.801488304470695,-2.7267719837163895,23.81914035133097
01_02_P222,2098.089655,6522.728919,4149.369876,-0.5639740077519704,0.6837479677502138,0.0486,0.6082713192962782,-0.4629266396441136,2.008087060851195,-0.2385340125162172,0.8022719520641903,2082.057202402325,6531.321865378686,4163.92096697868,-16.032452597675274,8.592946378686065,14.551090978679895,23.294044570093405
01_02_P223,2021.723078,5607.571003,4097.376636,-0.5639740077519704,0.6836281255011603,0.0486,0.6073365497536604,-0.4642688728335136,1.0854116288350046,-0.2354660509404459,0.7915340865489908,2010.2333981400307,5609.412734036596,4121.5665729990005,-11.489679859969328,1.8417310365957746,24.189936999000565,26.8432071204497
01_02_P224,1978.091774,5061.7134,4066.224782,-0.5639740077519704,0.6835322517019174,0.0486,0.6066174962593389,-0.464987926327835,0.5361125774921569,-0.2346990605465031,0.7884661249732196,1969.1046231160954,5060.580675498841,4089.227813183868,-8.987150883904633,-1.1327245011589184,23.00303118386819,24.722285279714853
01_02_P225,1936.829685,4532.819605,4036.007699,-0.5639740077519704,0.6834603463524853,0.0486,0.6058265374155855,-0.4656111060229135,0.0036400162192011,-0.2346990605465031,0.7838641826095626,1930.5141334374412,4530.788595682907,4055.4620572976037,-6.315551562558767,-2.0310093170928667,19.454358297603903,20.554397270584374
01_02_P226,2155.543091,4932.998414,4397.013539,-0.5639740077519704,0.6835801886015388,0.6374000000000001,0.6056587582669104,-0.4749588014490916,0.0033309582383255,-0.2346990605465031,0.7884661249732196,2147.717605449998,4929.064883994215,4419.511023666587,-7.825485550002213,-3.9335300057846325,22.497484666587297,24.142238892095985
01_02_P227,2211.513288,5761.981283,4445.070969,-0.5639740077519704,0.6837000308505924,0.6373,0.6065216224600961,-0.474431495553256,0.8381309043588953,-0.2354660509404459,0.7976700097005334,2199.760327248441,5759.612490397103,4469.061287105461,-11.75296075155893,-2.368792602896974,23.990318105460574,26.81937038083507
01_02_P228,2271.935115,6595.942273,4492.110129,-0.5644964360109281,0.6837959046498353,0.6372,0.6075282973521461,-0.4741918110551488,1.6775323804169455,-0.2377670221222743,0.8022719520641903,2253.314999433428,6600.962857862896,4506.363515622837,-18.620115566572167,5.020584862896612,14.253386622837752,23.980700704903096
01_02_P229,2317.077605,7247.139683,4526.066964,-0.5644964360109281,0.6836281255011603,0.637,0.6083432246457103,-0.4740240319064738,2.330949631539208,-0.23930100291016,0.803805932852076,2295.765087907057,7256.639093877311,4526.554194518354,-21.312517092942926,9.499410877310765,0.48723051835440856,23.338799999806554
01_02_P230,2361.283593,7886.55704,4558.435072,-0.5644964360109281,0.6834363779026745,0.6369,0.6090143412404102,-0.4739760950068524,2.974270988619535,-0.2408349836980456,0.8130098175793898,2337.4014870587416,7899.179509738133,4541.018780630111,-23.882105941258487,12.622469738133077,-17.416291369889223,32.14045630603985
01_02_P231,2567.245188,8234.925365,4863.557943,-0.5644964360109281,0.6826933559585424,1.144,0.609038309690221,-0.4741199057057166,2.974133629516924,-0.2416019740919885,0.8084078752157329,2574.0411181596983,8245.15168010862,4815.69484861086,6.7959301596984005,10.226315108620838,-47.863094389139405,49.412933448035375
01_02_P232,2500.887341,7297.681048,4813.861769,-0.5644964360109281,0.6826214506091103,1.144,0.6080076663483603,-0.4748629276498488,2.0317815060516558,-0.2400679933041028,0.8022719520641903,2505.136462477708,7305.81181652974,4799.639658901413,4.249121477707831,8.130768529739726,-14.222110098587109,16.92432704342649
01_02_P233,2444.659751,6486.990261,4769.14578,-0.5644964360109281,0.6825255768098675,1.144,0.6071687706049853,-0.4753902335456845,1.2154906990079672,-0.2377670221222743,0.7930680673368765,2446.3206318125685,6487.614302782731,4775.98534510102,1.6608808125683936,0.624041782731183,6.839565101020526,7.065946786613247
01_02_P234,2400.178216,5824.455789,4732.572842,-0.5644964360109281,0.6824536714604353,1.144,0.6063059064117997,-0.475677854943413,0.5492990513428478,-0.2370000317283315,0.7884661249732196,2400.038905196766,5818.713937373104,4749.128261560458,-0.13931080323391143,-5.741851626895368,16.555419560458176,17.523418171920106
01_02_P235,2364.580901,5286.755231,4702.050236,-0.5644964360109281,0.6823817661110032,1.1442,0.6056587582669104,-0.4757976971924666,0.0083102257079875,-0.2362330413343887,0.7838641826095626,2364.837599461339,5278.134129543787,4722.513614434831,0.25669846133905594,-8.621101456213182,20.4633784348307,22.20673639654123
01_02_P236,2627.510549,5728.817912,5101.023135,-0.5644964360109281,0.682477639910246,1.7952,0.605778600515964,-0.475677854943413,0.0082415461566818,-0.2362330413343887,0.7838641826095626,2620.8868008220634,5718.095177941223,5126.0010149511,-6.6237481779367045,-10.72273405877786,24.977879951099567,27.97759018342245
01_02_P237,2689.278539,6649.372985,5153.014748,-0.5644964360109281,0.6825974821592996,1.7952,0.606785275408014,-0.4752224543970095,0.9368234195851608,-0.2370000317283315,0.8007379712763046,2681.533820389518,6646.730168303748,5167.437637544054,-7.744718610481868,-2.642816696252339,14.42288954405467,16.58266833912853
01_02_P238,2743.509807,7435.145685,5194.739505,-0.5644964360109281,0.6824297030106247,1.7952,0.6077440134004425,-0.4750067383487131,1.7248869310422137,-0.2400679933041028,0.8022719520641903,2735.936128257663,7438.805600734895,5190.6948565892035,-7.5736787423370515,3.659915734894639,-4.044648410796071,9.333529538476466
01_02_P239,2788.375859,8094.162298,5228.882206,-0.5644964360109281,0.6823338292113817,1.7952,0.6084870353445746,-0.4749108645494702,2.3859962919107125,-0.2416019740919885,0.803805932852076,2780.0450715554916,8102.365258668215,5202.694085092617,-8.330787444508587,8.202960668214473,-26.188120907383563,28.679404802568612
01_02_P240,2825.326779,8642.483745,5256.091841,-0.5644964360109281,0.6822139869623282,1.7952,0.6090862465898425,-0.4749108645494702,2.9362911967474927,-0.2423689644859313,0.8068738944278473,2818.5449279087607,8653.575439605902,5206.025374827221,-6.781851091239332,11.091694605902376,-50.066466172779656,51.72688110145863
01_02_P241,2051.09087,9041.103986,5273.809555,-0.3662094843257706,0.6818304917653568,1.7949000000000002,0.6117467445188316,-0.2741750973847476,2.936085158093576,-0.2454369260617026,0.8084078752157329,2037.6928809306492,9050.17849047158,5234.258347996928,-13.397989069350842,9.07450447158044,-39.551207003071795,42.7334847386334
01_02_P242,1979.840572,8075.10171,5217.798351,-0.3662094843257706,0.6817585864159247,1.794,0.6110276910245102,-0.2752776460760404,1.965334040163408,-0.2446699356677597,0.803805932852076,1971.3909849833726,8079.779522292483,5212.766462305268,-8.449587016627447,4.677812292483395,-5.031888694732515,10.890241155798376
01_02_P243,1911.517628,7135.163647,5164.108655,-0.3662094843257706,0.6816866810664926,1.7936,0.6096135524856781,-0.2765479739160082,1.0182773674337002,-0.2423689644859313,0.7900001057611052,1906.3650236885223,7131.198108900207,5179.813063018969,-5.152604311477717,-3.965538099792866,15.704408018968934,16.997154315879563
01_02_P244,1879.321477,6671.844831,5136.636909,-0.3662094843257706,0.6816387441668711,1.7933,0.6088944989913567,-0.2769554375627904,0.5522866118246451,-0.2416019740919885,0.7861651537913911,1876.6244756250217,6662.883945616386,5158.662548401907,-2.6970013749782993,-8.960885383614368,22.02563940190703,23.931152800016715
01_02_P245,1842.836958,6140.480682,5104.7113,-0.3662094843257706,0.681566838817439,1.793,0.6078638556494961,-0.2775546488080582,0.0218744370908598,-0.2408349836980456,0.7961360289126478,1843.1940320311924,6131.3258590269015,5130.834396786554,0.3570740311922691,-9.154822973098817,26.123096786554015,27.683108048992594
01_02_P246,1677.974751,5670.7219,4718.920513,-0.3662094843257706,0.681470965018196,1.1634,0.6078638556494961,-0.2775067119084368,0.0215653791099842,-0.2408349836980456,0.7961360289126478,1673.1076040280186,5664.655509752947,4743.2219716528725,-4.867146971981356,-6.066390247052368,24.301458652872498,25.515703065635304
01_02_P247,1719.798144,6295.3677,4756.264417,-0.3662094843257706,0.6815428703676283,1.1636,0.6087506882924925,-0.2771711536110868,0.6516659225639675,-0.2408349836980456,0.8084078752157329,1713.5412837080821,6291.593673818397,4780.027623200112,-6.256860291917974,-3.774026181602494,23.76320620011211,24.861245810317865
01_02_P248,1783.37137,7238.033784,4812.255709,-0.3662094843257706,0.6816387441668711,1.1636,0.6099251423332174,-0.2769314691129796,1.5962844712223232,-0.2431359548798741,0.8022719520641903,1773.8670712615203,7238.319547279389,4826.113628410695,-9.504298738479747,0.2857632793884477,13.857919410695104,16.806406086829945
01_02_P249,1835.465421,7988.839762,4854.798754,-0.3662094843257706,0.6817106495163032,1.1636,0.610955785675078,-0.2764760685665761,2.3502829252317574,-0.2446699356677597,0.803805932852076,1824.0879770504534,7994.277469875442,4849.167475939283,-11.37744394954666,5.4377078754423565,-5.631278060717705,13.810365323221696
01_02_P250,1877.871689,8596.633082,4889.029482,-0.3662094843257706,0.6817585864159247,1.1637,0.6116508707195887,-0.2762843209680904,2.9614965920766783,-0.2469709068495882,0.8084078752157329,1864.4294405449955,8604.747211843915,4862.292279321423,-13.442248455004574,8.11412984391427,-26.737202678576978,31.006630802544105
01_02_P251,1748.896555,8222.966874,4582.743703,-0.3662094843257706,0.6816627126166818,0.6643,0.6118426183180744,-0.2763322578677118,2.96091281589058,-0.252339839607188,0.8114758367915041,1724.3729098751146,8228.862316518189,4580.340663467439,-24.523645124885434,5.8954425181891565,-2.403039532560797,25.336535116144823
01_02_P252,1689.996142,7362.224302,4533.902188,-0.3662094843257706,0.6816147757170604,0.6641,0.6110276910245102,-0.2765719423658189,2.095859527419857,-0.2508058588193023,0.8068738944278473,1670.5032128483026,7365.677578522764,4552.480946423088,-19.492929151697354,3.4532765227640994,18.578758423088402,27.149027058059456
01_02_P253,1628.668252,6497.537051,4486.322577,-0.3662094843257706,0.681806523315546,0.6641,0.6098292685339745,-0.2773389327597618,1.2294326479230206,-0.247737897243531,0.8084078752157329,1614.5534227650842,6498.27061001929,4515.741703354507,-14.11482923491576,0.7335590192897143,29.41912635450717,32.638190952135695
01_02_P254,1591.671612,5960.343224,4455.991802,-0.3662094843257706,0.6818784286649782,0.664,0.6089903727905995,-0.277650522607301,0.68638343574899,-0.2462039164556454,0.7915340865489908,1580.3633459997855,5954.65553553845,4486.166554189424,-11.308266000214644,-5.687688461550351,30.174752189423998,32.7221996458125
01_02_P255,1547.535058,5304.433389,4418.584486,-0.3662094843257706,0.6821181131630853,0.664,0.6079357609989282,-0.277986080904651,0.0285706933431638,-0.2454369260617026,0.7884661249732196,1539.5531113455263,5296.609602337639,4444.983128577576,-7.9819466544736315,-7.823786662360362,26.39864257757654,28.667253793686406
01_02_P256,1372.135692,4806.240446,4016.013233,-0.3662094843257706,0.6830049458060817,0.0005,0.6079357609989282,-0.2778902071054082,0.0281929558109826,-0.2439029452738169,0.7884661249732196,1365.662468338769,4804.462918860054,4037.9417471222896,-6.473223661231032,-1.7775271399459598,21.92851412228947,22.932988442700058
01_02_P257,1422.409446,5557.463111,4062.234296,-0.3662094843257706,0.6832446303041889,0.0005,0.6091581519392746,-0.2774348065590046,0.7863465226744107,-0.2446699356677597,0.8022719520641903,1411.6005436023897,5555.9234753188775,4092.1794215570626,-10.808902397610154,-1.5396356811224905,29.94512555706251,31.873396331421702
01_02_P258,1478.514375,6386.111663,4111.673527,-0.3662094843257706,0.6833405041034317,0.0005,0.6103086375301887,-0.2770992482616546,1.6193264606853797,-0.2462039164556454,0.8068738944278473,1464.5731731069418,6389.492539239654,4141.651799681654,-13.941201893058178,3.3808762396547536,29.978272681653834,33.233782019903536
01_02_P259,1513.640844,6904.21234,4142.043222,-0.3662094843257706,0.6834124094528639,0.0005,0.6109797541248887,-0.2769075006631689,2.13940236294766,-0.2469709068495882,0.8068738944278473,1497.1975593859952,6910.992723642266,4167.694209099465,-16.443284614004824,6.780383642266315,25.650987099465056,31.214233138272085
01_02_P260,1568.761902,7701.628306,4187.724062,-0.3662094843257706,0.683484314802296,0.0005,0.6119384921173172,-0.2764521001167654,2.9406866880310565,-0.247737897243531,0.8099418560036186,1547.5937435103333,7710.132219007619,4198.891830364033,-21.168158489666666,8.503913007619303,11.167768364032781,25.399340946518574
01_02_P261,1171.707201,7847.246459,4189.82632,-0.1918255347018647,0.6834124094528639,0.0005,0.61438327399801,-0.0799347801187283,2.940618008479751,-0.2500388684253595,0.8099418560036186,1147.2967328828645,7855.097831759167,4208.754608991853,-24.41046811713545,7.851372759167134,18.92828899185315,31.871541099548157
01_02_P262,1097.183804,7024.650051,4140.357067,-0.1918255347018647,0.6833405041034317,0.0005,0.6139039050017957,-0.080294306865889,2.1123426197332207,-0.2500388684253595,0.8068738944278473,1079.3306285042945,7031.419630149458,4171.380435442757,-17.8531754957055,6.769579149457968,31.02336844275669,36.428182313646495
01_02_P263,1020.503718,6197.54486,4091.565036,-0.1918255347018647,0.6832446303041889,0.0005,0.6128492932101244,-0.0811811395088854,1.2779890906961382,-0.2485048876374738,0.7976700097005334,1008.416369546353,6199.537842367135,4127.223227286578,-12.087348453646996,1.9929823671354825,35.658191286577676,37.703880134354335
01_02_P264,949.9151158,5425.129349,4045.187836,-0.1918255347018647,0.6831727249547567,0.0005,0.6116029338199673,-0.0819241614530175,0.499094299338394,-0.2462039164556454,0.7892331153671623,943.1488808852464,5421.692059562474,4076.8834507950373,-6.766234914753568,-3.4372894375255783,31.695614795037272,32.59154630934747
01_02_P265,909.7468584,4971.812282,4017.472547,-0.1918255347018647,0.683148756504946,0.0005,0.6107640380765923,-0.0821638459511246,0.0433024570982327,-0.2454369260617026,0.7884661249732196,905.7890104995749,4968.95308858393,4042.5663378320564,-3.9578479004250084,-2.859193416069502,25.093790832056584,25.564387051451103
01_02_P266,991.9564421,5467.352609,4409.73755,-0.1918255347018647,0.6832685987539996,0.6374000000000001,0.6103326059799995,-0.0819241614530175,0.0425126422582174,-0.2454369260617026,0.7853981633974483,989.3652035344758,5460.727093474816,4435.354255252292,-2.591238565524236,-6.6255155251838005,25.616705252292377,26.58622878974631
01_02_P267,1061.096926,6238.223464,4459.846494,-0.1918255347018647,0.6833405041034317,0.6373,0.6106921327271602,-0.0813968555571818,0.8223689473342412,-0.2469709068495882,0.8007379712763046,1052.7650867510374,6234.56869165193,4487.810291503621,-8.331839248962524,-3.654772348069855,27.9637975036203,29.406646816838013
01_02_P268,1133.093197,7038.376028,4510.393237,-0.1918255347018647,0.6834124094528639,0.6372,0.6114111862214816,-0.0809893919103997,1.628563860335994,-0.2485048876374738,0.8053399136399616,1120.3040009446568,7040.3908717867125,4533.5498703407775,-12.789196055343155,2.014843786712845,23.15663334077726,26.530224252841464
01_02_P269,1197.13824,7746.025553,4551.251295,-0.1918255347018647,0.6832206618543781,0.6372,0.6122500819648565,-0.080629865163239,2.3396375947793766,-0.2492718780314166,0.8068738944278473,1180.6812475913375,7751.693760828175,4563.295258695916,-16.456992408662472,5.668207828174673,12.043963695916318,21.16644137852901
01_02_P270,1254.858553,8331.89416,4583.682384,-0.1922604658289641,0.6830049458060817,0.6371,0.6129211985595565,-0.0802463699662676,2.929114183636049,-0.2500388684253595,0.8099418560036186,1229.6688424426065,8339.475583021567,4582.705180122161,-25.189710557393482,7.581423021567389,-0.9772038778382921,26.3240274353313
