Point_Encoder,x_Encoder,y_Encoder,z_Encoder,encoder_0,encoder_1,encoder_2,encoder_3,encoder_4,encoder_5,encoder_6,encoder_7,x_TS,y_TS,z_TS,delta_x,delta_y,delta_z,Norm
01_02_P72,-1613.947924,5678.094144,5158.11489,0.4141977531775627,0.8775089160200189,1.2337,0.9056718445476069,0.2787291028487831,0.704961254377177,-0.2285631373949605,0.7884661249732196,-1580.322305930963,5662.970732287704,5199.276773742639,33.625618069037046,-15.12341171229582,41.161883742639475,55.2602971905411
01_02_P73,-1740.965279,6480.377803,5128.813542,0.4141977531775627,0.8774609791203974,1.2337,0.9059594659453354,0.2790167242465117,1.520668285234767,-0.2300971181828461,0.8007379712763046,-1713.5705975830433,6473.579842577465,5164.769338502197,27.3946814169567,-6.7979604225356525,35.95579650219679,45.71105050149582
01_02_P74,-1859.502361,7231.42849,5098.225714,0.4141977531775627,0.8770055785739939,1.2336,0.9061991504434426,0.2795679985921581,2.278615813444278,-0.2300971181828461,0.7976700097005334,-1837.6461961835275,7225.200332779423,5121.250554733848,21.85616481647253,-6.228157220577486,23.024840733847668,32.35158688021492
01_02_P75,-1952.21112,7825.285386,5071.522151,0.4141977531775627,0.8766220833770225,1.2335,0.9067264563392782,0.2800233991385616,2.8790467907342063,-0.230864108576789,0.8007379712763046,-1937.0406530186983,7818.372917745819,5080.396835264054,15.170466981301615,-6.912468254180567,8.87468426405394,18.886114120762464
01_02_P76,-2076.520977,8088.286032,5396.841141,0.4141977531775627,0.8759509667823225,1.6725,0.9068462985883318,0.2801432413876152,2.878909431631595,-0.2316310989707318,0.8022719520641903,-2058.552673476811,8078.012130790967,5407.722831685845,17.968303523189206,-10.273901209033284,10.88169068584557,23.38427184534185
01_02_P77,-1974.847172,7446.275406,5426.458685,0.4141977531775627,0.8757352507340261,1.6726,0.9051445386517712,0.280071336038183,2.2293725751581035,-0.2316310989707318,0.8076408848217901,-1949.796564101348,7437.301811220777,5462.343295522743,25.05060789865206,-8.973594779222367,35.88461052274306,44.67397040472962
01_02_P78,-1852.672605,6663.770229,5458.275819,0.4141977531775627,0.8757112822842154,1.6726,0.9041378637597212,0.2796399039415902,1.4312131696591155,-0.2300971181828461,0.7853981633974483,-1818.860960299503,6647.815844070237,5505.480000652455,33.81164470049703,-15.954384929762455,47.20418165245428,60.2163140794717
01_02_P79,-1730.949147,5886.37514,5488.103362,0.4141977531775627,0.875663345384594,1.6725,0.9030113466186176,0.2790167242465117,0.6424972024646589,-0.2285631373949605,0.7792622402459057,-1690.2336752556266,5863.083709726197,5538.563211953601,40.71547174437342,-23.29143027380269,50.459849953601406,68.89438889275563
01_02_P80,-1641.931035,5321.702318,5509.091605,0.4141977531775627,0.8756393769347832,1.6725,0.9021005455258104,0.2784654499008653,0.0699501230048375,-0.2277961470010177,0.7761942786701345,-1595.8465661401533,5295.391653650086,5558.000369694981,46.084468859846766,-26.310664349914077,48.90876469498107,72.16714344226916
01_02_P81,-657.084872,5573.628227,5508.763524,0.1776731415123971,0.8757592191838368,1.6724,0.901812924128082,0.127080720896401,0.070053142331796,-0.2285631373949605,0.7761942786701345,-627.9333769394952,5537.979398274956,5558.494666331768,29.15149506050477,-35.64882872504404,49.73114233176784,67.77783687425197
01_02_P82,-709.0766421,6301.437653,5484.476661,0.1776731415123971,0.8758790614328904,1.6724,0.9021245139756212,0.1276559636918582,0.8043062253408466,-0.2293301277889033,0.7900001057611052,-684.1038919947096,6269.575577998694,5536.069166294993,24.9727501052904,-31.86207500130604,51.592505294993316,65.57908716827374
01_02_P83,-754.9815766,6964.390305,5462.075734,0.1776731415123971,0.8759269983325119,1.6724,0.9022443562246748,0.1283989856359903,1.4743439278790842,-0.2300971181828461,0.8084078752157329,-735.0458335341727,6943.170654046753,5508.690486335155,19.935743065827296,-21.219650953246855,46.61475233515466,54.96037275557834
01_02_P84,-793.8908827,7530.670671,5442.885187,0.1776731415123971,0.8759749352321332,1.6723,0.9024600722729712,0.1289023230820153,2.0425298558309946,-0.230864108576789,0.8084078752157329,-779.6760242162009,7513.824842788381,5479.229614805319,14.214858483799162,-16.845828211618937,36.344427805319356,42.50601795447186
01_02_P85,-848.5095353,8282.585433,5414.527055,0.1780812978982711,0.875998903681944,1.6723,0.903227062666914,0.1296213765763366,2.7948113210577867,-0.230864108576789,0.8007379712763046,-837.8164630902347,8265.893034620603,5431.426642073489,10.693072209765319,-16.692398379396764,16.899587073489784,26.049452973032007
01_02_P86,-790.9729817,8015.93865,5097.767186,0.1780812978982711,0.8757352507340261,1.2563,0.9034667471650212,0.1298370926246331,2.7946396221795227,-0.2316310989707318,0.8022719520641903,-788.0087982116493,8001.809731230651,5115.57825219316,2.964183488350727,-14.128918769349184,17.811066193159604,22.926988643966997
01_02_P87,-905.5645472,7407.3299,5119.243698,0.1780812978982711,0.8756873138344047,1.2564,0.9032030942171034,0.091823131224842,2.196475070082682,-0.2316310989707318,0.8084078752157329,-899.4830536756808,7394.645948285188,5151.780890884879,6.081493524319171,-12.683951714811883,32.537192884879005,35.44765317221771
01_02_P88,-828.256017,6690.920277,5144.852493,0.1780812978982711,0.8756393769347832,1.2565,0.9029634097189962,0.0915834467267349,1.4689525831015882,-0.2300971181828461,0.7846311730035055,-816.1550522800098,6669.980565310652,5189.550281956571,12.100964719990202,-20.93971168934786,44.69778895657055,50.82122795046947
